gen	arc	test_pcc
273	0-3|0-3|4-19|8-15|9-19|12-18|16-30	0.7230315163143254
273	0-3|0-3|3-13|10-14|11-27|7-13|16-32	0.710693987566694
273	0-3|0-3|6-17|7-11|15-20|7-18|16-24	0.7271278885431119
273	0-3|0-3|6-17|5-8|12-17|18-33|16-23	0.7257012289464057
274	0-3|0-3|3-11|7-10|12-18|12-22|16-31	0.7315718730444758
274	0-3|0-3|4-16|5-9|12-21|9-18|17-27	0.7198481371752373
274	0-3|0-3|8-18|10-12|12-16|8-16|16-24	0.7202608547822243
274	0-3|0-3|3-12|7-10|12-17|13-19|21-26	0.6998291731726236
274	0-3|0-3|3-13|7-10|7-18|18-26|16-23	0.7509851782717604
274	0-3|0-3|3-11|5-8|11-26|7-11|16-36	0.6984592549645587
274	0-3|0-3|3-11|6-11|13-19|7-18|18-28	0.7344877509144176
274	0-3|0-3|5-9|5-11|8-14|7-13|17-28	0.7235362436911832
274	0-3|0-3|6-12|10-15|13-18|8-20|2-12	0.6205664483156712
274	0-3|0-3|3-19|5-11|18-23|12-22|19-29	0.6751639812884204
275	0-3|0-3|3-13|7-15|8-15|12-16|16-26	0.7248272002645415
275	0-3|0-3|3-8|9-15|7-15|17-27|18-26	0.7252572896306936
275	0-3|0-3|5-14|8-15|7-10|18-27|17-28	0.7125845466905948
275	0-3|0-3|6-17|10-16|13-18|7-15|16-28	0.7268286949670614
275	0-3|0-3|5-13|8-15|12-22|11-17|16-27	0.7089070412630387
275	0-3|0-3|8-15|7-11|9-13|18-27|19-27	0.691074323928623
275	0-3|0-3|5-17|7-10|17-20|18-25|16-33	0.7238624912035172
275	0-3|0-3|3-10|5-9|12-21|16-19|16-24	0.7022745556147252
275	0-3|0-3|5-19|3-10|11-15|7-11|21-31	0.7312198635556657
275	0-3|0-3|3-9|8-13|7-14|7-14|16-27	0.7198042026652945
276	0-3|0-3|6-14|5-8|12-15|11-23|16-26	0.7138581259815463
276	0-3|0-3|4-20|8-12|8-21|15-24|18-34	0.7160401591041384
276	0-3|0-3|3-12|5-7|11-18|9-12|16-27	0.7308635816823675
276	0-3|0-3|3-14|10-13|12-21|16-21|16-31	0.7040000973031486
276	0-3|0-3|3-5|10-19|7-20|11-20|19-32	0.6669990765265587
276	0-3|0-3|6-13|10-17|12-17|12-16|16-22	0.6799721895594574
276	0-3|0-3|4-8|4-9|10-14|8-15|22-32	0.6431475241493381
276	0-3|0-3|3-12|5-11|12-22|17-26|16-32	0.7045083953965444
276	0-3|0-3|3-11|5-8|7-10|18-26|16-24	0.7165432718694343
276	0-3|0-3|5-24|8-16|8-14|10-22|16-26	0.7172334345030962
277	0-3|0-3|4-13|5-9|8-17|7-16|18-33	0.7282817986531748
277	0-3|0-3|4-17|10-19|8-13|16-20|18-29	0.7000525820384861
277	0-3|0-3|3-12|7-10|8-15|16-26|17-20	0.7117558350969861
277	0-3|0-3|5-10|7-13|12-19|12-14|14-23	0.6646104152638976
277	0-3|0-3|5-13|8-11|11-18|16-26|16-25	0.7391401930006966
277	0-3|0-3|3-11|8-14|15-25|16-26|16-24	0.6996012823535983
277	0-3|0-3|5-15|8-16|12-20|18-26|16-29	0.7414538904835333
277	0-3|0-3|4-13|5-6|7-14|7-15|16-26	0.7215665998230604
277	0-3|0-3|3-12|7-8|8-18|18-28|16-22	0.7364607477608343
277	0-3|0-3|6-15|5-10|9-13|7-12|16-23	0.637961673548941
278	0-3|0-3|3-15|7-12|8-17|18-27|17-23	0.7560599555403
278	0-3|0-3|3-6|7-14|12-20|18-26|16-24	0.7172244742332143
278	0-3|0-3|3-14|3-8|10-16|15-27|16-27	0.7248368382599456
278	0-3|0-3|6-12|8-9|8-16|17-20|16-28	0.7232235175903917
278	0-3|0-3|3-19|5-9|12-18|9-15|16-28	0.7334694936275257
278	0-3|0-3|6-14|6-9|13-26|18-25|16-31	0.7077003658742285
278	0-3|0-3|3-14|8-17|9-12|8-18|16-28	0.72134762132327
278	0-3|0-3|3-10|3-7|10-17|7-14|16-27	0.7335549537899744
278	0-3|0-3|3-16|6-13|12-22|7-14|16-26	0.7233452968151642
278	0-3|0-3|3-14|8-12|8-12|18-28|14-24	0.7355882982771907
279	0-3|0-3|7-18|9-11|10-21|7-15|18-27	0.7014960036155313
279	0-3|0-3|7-12|5-13|7-14|18-30|14-23	0.7446316826521772
279	0-3|0-3|4-15|5-9|7-13|15-23|21-35	0.676435655062212
279	0-3|0-3|10-19|7-12|13-19|7-13|19-34	0.7324304078407978
279	0-3|0-3|3-10|7-9|9-17|7-11|16-28	0.7302927126819
279	0-3|0-3|3-12|5-13|15-20|18-30|16-23	0.731064960654587
279	0-3|0-3|3-10|4-8|8-18|7-15|16-32	0.7231165832603996
279	0-3|0-3|5-14|9-15|13-21|18-25|16-29	0.7158804222181145
279	0-3|0-3|3-10|7-11|8-17|7-16|16-25	0.7336196312994334
279	0-3|0-3|3-13|5-9|13-20|18-25|16-24	0.7467648806406538
280	0-3|0-3|9-20|9-15|7-19|7-16|16-26	0.7217319737863539
280	0-3|0-3|3-10|5-10|11-18|9-19|16-20	0.6711694484562359
280	0-3|0-3|6-15|5-10|7-12|8-14|17-34	0.7061480520656724
280	0-3|0-3|3-14|6-14|7-14|18-23|19-29	0.7125282165684734
280	0-3|0-3|3-9|4-11|15-20|7-17|12-27	0.711674937229689
280	0-3|0-3|3-12|10-12|9-21|11-18|11-18	0.6247716154640078
280	0-3|0-3|9-18|4-9|8-13|7-13|18-26	0.6958202058562079
280	0-3|0-3|3-10|7-16|13-23|7-10|16-26	0.6956342553164876
280	0-3|0-3|3-13|7-15|9-18|18-27|16-20	0.7540270474486459
280	0-3|0-3|5-11|5-9|8-13|18-25|16-19	0.6990722317358089
281	0-3|0-3|5-13|5-9|14-25|8-15|13-18	0.6452950021307169
281	0-3|0-3|3-11|8-10|9-14|9-18|18-31	0.7155849874599148
281	0-3|0-3|7-16|7-12|11-16|18-25|16-29	0.7284895281263268
281	0-3|0-3|3-9|4-8|12-21|16-21|16-25	0.6929007575293921
281	0-3|0-3|3-11|10-18|12-18|18-23|17-27	0.7417628363377529
281	0-3|0-3|3-11|6-8|8-19|8-20|18-31	0.6876514991263206
281	0-3|0-3|6-14|5-13|8-18|7-13|21-32	0.7108360095659345
281	0-3|0-3|6-14|7-11|18-29|7-21|16-29	0.6919296567459123
281	0-3|0-3|3-14|7-13|8-19|18-24|19-25	0.7433465386780851
281	0-3|0-3|3-10|6-8|12-23|18-25|16-20	0.6122553785135222
282	0-3|0-3|3-17|7-12|8-15|7-18|18-30	0.7224304449359003
282	0-3|0-3|3-20|10-14|8-17|15-22|17-31	0.7216262795704116
282	0-3|0-3|8-24|5-15|9-13|9-19|16-23	0.713559126958115
282	0-3|0-3|3-12|7-14|8-18|7-15|18-28	0.7270052528173252
282	0-3|0-3|3-21|5-8|12-23|9-15|16-29	0.7020064987040223
282	0-3|0-3|3-14|5-14|9-15|8-21|16-22	0.6899223553079309
282	0-3|0-3|3-12|7-10|12-18|7-13|16-31	0.7358342697630701
282	0-3|0-3|3-12|7-10|11-20|9-23|17-30	0.7055448673663414
282	0-3|0-3|6-19|8-12|11-22|12-20|16-29	0.7080414271369236
282	0-3|0-3|3-13|9-14|13-19|7-11|16-28	0.7356818760169409
283	0-3|0-3|5-11|5-10|12-20|14-19|16-26	0.7049907185891727
283	0-3|0-3|7-18|7-11|8-17|12-24|16-26	0.7293280773165792
283	0-3|0-3|10-22|10-14|7-13|18-30|16-26	0.726589004699865
283	0-3|0-3|3-16|6-10|12-17|7-17|16-20	0.691108889107841
283	0-3|0-3|4-10|10-20|8-20|7-15|2-10	0.6817611662219436
283	0-3|0-3|4-12|8-11|12-19|9-14|16-27	0.7346935750286759
283	0-3|0-3|5-15|4-11|9-13|8-12|16-27	0.719705505610073
283	0-3|0-3|5-14|10-17|11-25|12-19|14-28	0.6830658110739767
283	0-3|0-3|4-12|7-12|9-14|9-22|16-30	0.7330023460595352
283	0-3|0-3|3-9|5-12|11-19|18-26|17-23	0.7287677560446273
284	0-3|0-3|3-9|7-10|16-26|17-25|16-29	0.6891545666279977
284	0-3|0-3|3-14|8-16|12-19|12-17|17-30	0.7132971548058088
284	0-3|0-3|3-12|6-12|8-13|8-15|16-28	0.71318065927172
284	0-3|0-3|4-16|7-11|10-21|18-21|17-23	0.731575720175327
284	0-3|0-3|5-13|8-12|12-26|9-16|16-26	0.7074680682809974
284	0-3|0-3|3-9|8-13|8-14|18-24|19-27	0.695835073838884
284	0-3|0-3|3-8|5-13|12-18|12-18|16-28	0.7180804378595722
284	0-3|0-3|3-11|9-13|12-18|7-15|16-27	0.7377381684901673
284	0-3|0-3|3-19|3-8|7-15|9-19|16-28	0.7224404405579093
284	0-3|0-3|3-17|3-8|12-16|7-18|21-30	0.7210235845264489
285	0-3|0-3|6-19|5-9|7-13|7-18|16-24	0.7277039599303502
285	0-3|0-3|4-8|9-14|7-16|8-14|16-26	0.7391009552016302
285	0-3|0-3|3-9|6-13|11-17|7-14|16-32	0.7335170236569988
285	0-3|0-3|6-19|10-14|10-16|7-12|16-28	0.7150606059023006
285	0-3|0-3|3-16|7-10|10-17|18-22|14-19	0.6721871203416309
285	0-3|0-3|3-9|5-14|12-18|18-23|16-30	0.7400661690067382
285	0-3|0-3|5-14|8-11|13-19|7-16|16-21	0.67994707633432
285	0-3|0-3|3-10|8-16|12-18|8-9|15-21	0.65055989183048
285	0-3|0-3|5-11|7-10|8-10|18-23|17-28	0.7056754600414075
285	0-3|0-3|3-12|3-8|11-22|18-23|16-29	0.6925757872265599
286	0-3|0-3|3-10|3-7|14-23|16-24|16-29	0.6952000756416119
286	0-3|0-3|3-9|6-11|12-21|17-24|16-23	0.7345168902736787
286	0-3|0-3|5-16|10-14|12-20|7-19|16-26	0.7280793029401151
286	0-3|0-3|4-11|5-9|12-19|12-22|21-27	0.7298972161021693
286	0-3|0-3|3-17|7-14|12-17|7-17|16-24	0.7246189685023271
286	0-3|0-3|5-13|5-12|12-16|7-15|16-28	0.7301239154857014
286	0-3|0-3|4-11|8-14|12-22|18-32|18-32	0.690658150214623
286	0-3|0-3|5-13|4-5|13-19|7-19|8-21	0.6270441980873447
286	0-3|0-3|3-13|3-11|8-15|14-18|16-27	0.7252451135071805
286	0-3|0-3|6-12|7-15|8-13|12-19|18-31	0.7136215825937896
287	0-3|0-3|7-18|10-17|8-16|7-14|3-8	0.6645619288347189
287	0-3|0-3|3-13|7-11|12-18|8-17|16-28	0.7368000395530029
287	0-3|0-3|4-16|7-11|12-19|15-19|17-22	0.708874538356452
287	0-3|0-3|3-13|8-11|12-22|12-19|16-32	0.7116966100032732
287	0-3|0-3|4-8|10-17|10-17|8-21|17-28	0.7254009056273738
287	0-3|0-3|3-7|7-10|11-14|18-25|16-26	0.7155236385677617
287	0-3|0-3|3-16|7-9|8-13|7-11|21-30	0.7067879137202219
287	0-3|0-3|6-15|7-11|10-15|18-26|16-23	0.7107274568842709
287	0-3|0-3|3-12|10-14|8-15|7-17|17-29	0.720298343544863
287	0-3|0-3|5-14|8-15|8-11|18-27|17-25	0.7101202897549465
288	0-3|0-3|3-14|10-17|12-16|18-23|16-21	0.7142177555461916
288	0-3|0-3|6-15|9-14|12-17|18-28|16-31	0.7331369012096235
288	0-3|0-3|3-13|7-11|8-15|7-15|17-25	0.7171843291382441
288	0-3|0-3|3-14|5-8|12-28|18-26|16-26	0.6875905751575419
288	0-3|0-3|3-13|10-12|8-12|18-26|14-29	0.7252901553445359
288	0-3|0-3|3-12|8-12|8-10|18-21|16-27	0.6978371882528625
288	0-3|0-3|3-16|8-13|9-18|9-15|15-25	0.7034545956861376
288	0-3|0-3|5-20|5-11|13-19|8-10|16-23	0.7166385520680308
288	0-3|0-3|3-12|7-12|12-19|18-22|16-32	0.7428077823668894
288	0-3|0-3|3-6|4-10|7-14|7-12|16-26	0.7346276059019341
289	0-3|0-3|3-19|5-8|13-19|12-21|16-26	0.7093716288361235
289	0-3|0-3|3-13|7-11|12-20|7-16|16-25	0.7400419403994491
289	0-3|0-3|4-13|5-13|13-22|18-27|16-28	0.7159436915944236
289	0-3|0-3|3-7|8-9|12-18|7-10|17-31	0.7344979631948311
289	0-3|0-3|10-21|5-9|11-17|18-27|18-26	0.7071031265348713
289	0-3|0-3|3-9|5-11|12-17|7-18|0-8	0.5735411897113084
289	0-3|0-3|3-15|7-12|8-15|7-18|16-26	0.7245847059430475
289	0-3|0-3|3-12|8-11|12-18|9-19|16-34	0.7273691898075639
289	0-3|0-3|3-10|5-13|11-20|9-17|16-31	0.7301678293153573
289	0-3|0-3|3-8|9-16|12-15|18-26|16-20	0.6981135113713991
290	0-3|0-3|3-11|7-12|17-25|8-16|16-34	0.7210806732799523
290	0-3|0-3|5-12|10-17|8-22|18-27|16-24	0.6995100525189897
290	0-3|0-3|5-13|7-16|8-12|16-30|17-29	0.7015600942915009
290	0-3|0-3|3-15|6-10|12-19|12-18|16-27	0.6924020110457526
290	0-3|0-3|3-8|10-12|7-10|8-16|16-31	0.7364132150468051
290	0-3|0-3|3-18|7-11|12-16|18-25|16-27	0.7285962182822029
290	0-3|0-3|3-5|9-14|7-13|18-27|16-30	0.7233538072825247
290	0-3|0-3|3-18|10-13|8-11|12-26|16-27	0.7314332008695632
290	0-3|0-3|3-7|5-8|8-16|7-14|16-30	0.732193806143555
290	0-3|0-3|6-9|8-12|12-20|7-13|16-24	0.727717577959025
291	0-3|0-3|3-8|7-12|8-19|18-27|17-29	0.7543807581959233
291	0-3|0-3|7-15|7-10|13-23|8-14|16-24	0.7041469501575722
291	0-3|0-3|5-16|7-14|11-17|7-10|16-26	0.7196476732450117
291	0-3|0-3|3-13|3-6|7-14|18-26|8-20	0.7402098624000307
291	0-3|0-3|3-14|7-17|7-12|7-13|16-23	0.7064335942600908
291	0-3|0-3|3-14|8-14|12-18|7-11|17-28	0.7354074599507461
291	0-3|0-3|3-13|6-11|7-16|9-19|16-24	0.7296487019399659
291	0-3|0-3|5-18|4-11|13-22|18-23|16-24	0.6931531539004805
291	0-3|0-3|3-9|8-15|8-14|7-18|16-24	0.7267456063114016
291	0-3|0-3|3-6|3-8|12-20|15-27|16-29	0.7301802723976621
292	0-3|0-3|3-10|6-12|9-15|7-16|16-25	0.7349320977224026
292	0-3|0-3|8-14|7-9|12-19|17-24|22-31	0.659645107252005
292	0-3|0-3|6-14|8-12|7-13|7-14|16-27	0.7196617659057415
292	0-3|0-3|5-10|6-12|13-16|18-28|16-26	0.7362487297134435
292	0-3|0-3|3-12|10-15|7-14|18-29|3-15	0.7179928305458309
292	0-3|0-3|3-9|5-8|7-12|15-27|16-26	0.7157337109285545
292	0-3|0-3|3-7|7-11|10-19|10-19|13-26	0.7366337234009256
292	0-3|0-3|3-14|4-5|13-18|17-27|12-23	0.6492842922633463
292	0-3|0-3|5-13|3-6|7-14|7-21|16-26	0.7323159798414913
292	0-3|0-3|3-10|7-14|8-12|9-14|16-26	0.7229586120049961
293	0-3|0-3|3-9|7-10|10-16|18-25|18-31	0.7118590757541235
293	0-3|0-3|3-7|5-9|7-13|18-24|21-35	0.6994657192416196
293	0-3|0-3|3-15|7-12|9-14|7-13|16-23	0.7254028111815874
293	0-3|0-3|3-12|4-15|10-20|17-27|15-24	0.7497355997622752
293	0-3|0-3|3-10|8-14|12-14|16-22|15-28	0.6801462790552226
293	0-3|0-3|3-16|5-16|12-17|8-15|16-27	0.7229270159511237
293	0-3|0-3|3-12|3-7|7-18|18-24|17-27	0.7510506627826969
293	0-3|0-3|7-12|10-15|9-14|16-25|16-25	0.7031395806373079
293	0-3|0-3|3-8|5-14|13-19|18-27|18-34	0.7339743879809767
293	0-3|0-3|4-15|10-15|12-17|7-13|16-27	0.7393271781296261
294	0-3|0-3|3-14|8-10|12-19|7-22|19-39	0.7284672044158357
294	0-3|0-3|3-8|8-14|12-20|18-25|16-24	0.7314129267295333
294	0-3|0-3|3-12|7-9|9-18|18-22|15-23	0.730613386168068
294	0-3|0-3|3-12|6-11|12-21|17-28|16-33	0.7039594000426774
294	0-3|0-3|3-20|8-13|7-9|7-18|16-32	0.7214942201167357
294	0-3|0-3|3-10|10-13|8-15|7-14|17-33	0.7207534766053791
294	0-3|0-3|3-13|10-13|9-15|18-29|16-29	0.7383854871999709
294	0-3|0-3|3-18|8-13|12-19|18-23|16-18	0.6681525523576344
294	0-3|0-3|3-6|7-11|9-21|13-19|17-26	0.6834752871589506
294	0-3|0-3|3-10|6-10|8-13|18-27|16-23	0.72693998166556
295	0-3|0-3|7-16|4-7|12-24|18-27|16-26	0.7087626060204059
295	0-3|0-3|3-14|10-18|10-20|7-18|17-33	0.7350335878235599
295	0-3|0-3|5-13|10-15|11-16|14-24|16-24	0.7286314599905984
295	0-3|0-3|3-12|8-13|9-16|9-20|16-24	0.7333813049365077
295	0-3|0-3|7-17|3-6|8-16|18-22|17-29	0.7109683384758524
295	0-3|0-3|3-12|5-10|13-19|18-26|16-29	0.7435693157357264
295	0-3|0-3|3-11|8-14|12-21|18-22|16-28	0.7000776207372632
295	0-3|0-3|3-14|8-12|12-19|11-18|16-27	0.7369621449421604
295	0-3|0-3|7-20|3-12|12-17|13-22|2-12	0.7237720216463437
295	0-3|0-3|4-15|8-13|7-15|7-16|16-29	0.722331249532865
296	0-3|0-3|3-11|9-13|12-23|12-23|21-30	0.6708719610487356
296	0-3|0-3|3-10|3-7|13-23|7-14|17-34	0.6828896336607327
296	0-3|0-3|3-16|7-12|11-17|10-20|6-18	0.6333041399327298
296	0-3|0-3|3-11|6-9|12-24|11-25|16-23	0.7440183888452071
296	0-3|0-3|5-12|5-8|10-15|12-20|16-26	0.7218126079037397
296	0-3|0-3|3-17|7-10|15-19|18-33|21-39	0.7159500835634687
296	0-3|0-3|3-8|10-15|12-23|9-16|16-34	0.6908138683485264
296	0-3|0-3|7-18|5-12|10-15|7-15|19-31	0.7059830619533115
296	0-3|0-3|3-9|10-16|12-17|18-25|16-31	0.7127768612807069
296	0-3|0-3|10-18|9-19|9-17|7-14|17-26	0.7173644297131669
297	0-3|0-3|7-16|7-14|9-17|12-17|16-29	0.7037879085878834
297	0-3|0-3|5-17|4-5|8-15|18-24|16-30	0.7383680069976429
297	0-3|0-3|4-11|7-8|7-14|18-30|16-26	0.7389212878504245
297	0-3|0-3|3-11|7-18|11-19|18-29|16-32	0.7326333124880215
297	0-3|0-3|4-11|6-14|7-13|7-15|16-28	0.726604239411316
297	0-3|0-3|10-18|10-13|12-20|12-20|16-27	0.6195003432373717
297	0-3|0-3|5-14|8-13|15-25|7-13|16-28	0.7162881938514997
297	0-3|0-3|3-11|7-10|13-20|18-23|16-23	0.687435347111749
297	0-3|0-3|4-14|8-12|7-10|17-28|14-25	0.7173952093330656
297	0-3|0-3|3-11|8-11|8-19|18-24|16-30	0.7508372271703436
298	0-3|0-3|5-11|8-13|12-22|7-13|16-24	0.6991429308608786
298	0-3|0-3|7-18|7-14|8-15|8-16|16-29	0.7197157824572854
298	0-3|0-3|3-14|5-12|7-11|10-17|17-32	0.7257247445860837
298	0-3|0-3|3-13|7-10|11-18|8-14|18-26	0.7277926479563339
298	0-3|0-3|3-9|7-10|9-16|9-13|16-26	0.7237116826999473
298	0-3|0-3|4-9|7-12|8-20|18-27|16-24	0.737044402962216
298	0-3|0-3|3-14|5-12|7-16|9-18|17-27	0.7277326861189602
298	0-3|0-3|3-9|10-15|12-23|7-15|16-26	0.6906202733210833
298	0-3|0-3|8-14|5-11|7-12|8-15|1-8	0.5353198472084088
298	0-3|0-3|3-14|8-11|12-16|13-17|16-19	0.6720504441964191
299	0-3|0-3|6-16|8-13|8-15|7-18|17-28	0.7275418437935355
299	0-3|0-3|3-9|7-13|12-20|18-25|16-26	0.7297425007179141
299	0-3|0-3|3-6|8-14|12-25|7-15|16-29	0.6951228199209307
299	0-3|0-3|3-16|7-10|12-21|7-15|16-24	0.7273539581311982
299	0-3|0-3|6-14|7-9|8-12|18-30|19-29	0.700147009292678
299	0-3|0-3|3-9|3-8|9-14|18-27|17-32	0.7197888690792718
299	0-3|0-3|3-13|8-9|8-15|18-23|16-30	0.7388358680351601
299	0-3|0-3|7-13|8-12|9-15|18-22|16-24	0.7100470549848625
299	0-3|0-3|3-10|5-6|8-14|7-14|17-28	0.7198547998991112
299	0-3|0-3|3-16|7-9|7-18|9-15|16-22	0.7132700101923825
300	0-3|0-3|5-14|5-7|13-18|8-17|16-30	0.7221842322847601
300	0-3|0-3|7-15|8-15|8-10|9-16|16-26	0.719428044398265
300	0-3|0-3|8-13|5-8|13-20|11-22|16-25	0.71936068742645
300	0-3|0-3|3-15|10-14|9-19|18-29|18-32	0.7430711221232373
300	0-3|0-3|3-15|7-12|11-15|9-14|16-23	0.7142056427681884
300	0-3|0-3|3-12|6-9|9-14|18-27|16-28	0.7389572096543048
300	0-3|0-3|3-12|7-11|11-16|18-23|16-34	0.732095091428551
300	0-3|0-3|3-9|9-14|7-14|7-12|16-26	0.726843351830563
300	0-3|0-3|5-11|7-12|17-27|9-16|16-31	0.7385959709595545
300	0-3|0-3|3-9|7-12|12-19|18-24|16-28	0.7399510252431197
301	0-3|0-3|3-9|7-12|13-18|9-14|17-34	0.7125037032373478
301	0-3|0-3|3-9|5-12|12-24|7-14|11-26	0.6771233845175763
301	0-3|0-3|4-14|8-11|12-19|18-28|16-28	0.7509703916166537
301	0-3|0-3|3-11|5-14|12-19|18-22|16-25	0.7410086802077122
301	0-3|0-3|3-16|7-9|8-17|18-24|16-29	0.7478200959777618
301	0-3|0-3|3-6|7-11|12-20|7-21|16-23	0.7289034938243576
301	0-3|0-3|3-10|10-12|12-22|18-26|16-29	0.6961867106165839
301	0-3|0-3|3-20|7-14|11-20|8-17|21-33	0.7522381345031325
301	0-3|0-3|3-9|8-11|13-18|17-26|2-17	0.6957267291707862
301	0-3|0-3|3-12|8-12|10-19|9-13|16-22	0.6982741470222446
302	0-3|0-3|3-14|5-11|12-21|7-22|17-25	0.7121089818419134
302	0-3|0-3|3-8|8-12|8-9|18-26|16-27	0.2986038904963818
302	0-3|0-3|5-12|6-9|9-13|16-31|16-21	0.6526970330610359
302	0-3|0-3|5-13|10-14|11-21|18-29|16-27	0.7128316815369283
302	0-3|0-3|4-8|4-7|13-17|18-25|17-30	0.7081825366749152
302	0-3|0-3|3-12|6-8|10-12|7-13|16-27	0.7160451159842821
302	0-3|0-3|3-11|7-12|12-18|10-19|16-28	0.7201833369934395
302	0-3|0-3|3-17|7-15|8-16|18-28|16-24	0.7393893097090699
302	0-3|0-3|3-14|9-14|7-11|18-19|16-29	0.6864382988426535
302	0-3|0-3|4-13|9-17|12-17|8-13|16-28	0.7331958505850493
303	0-3|0-3|3-17|5-8|9-20|7-15|16-28	0.7330657071050058
303	0-3|0-3|3-13|10-12|7-8|18-25|19-38	0.5208781863651128
303	0-3|0-3|3-8|8-15|9-18|7-16|16-26	0.7360353434946127
303	0-3|0-3|3-15|10-13|8-18|12-25|16-25	0.7353716970459053
303	0-3|0-3|3-12|10-17|12-21|18-21|17-25	0.685924161599247
303	0-3|0-3|3-11|8-16|12-15|7-10|16-30	0.7215902712396294
303	0-3|0-3|4-10|10-16|10-14|12-23|16-26	0.7328121370344967
303	0-3|0-3|3-10|4-9|7-12|18-26|16-26	0.7153290742670253
303	0-3|0-3|3-9|8-14|8-14|12-19|16-31	0.7244815065597191
303	0-3|0-3|3-15|8-10|8-17|18-22|16-25	0.7376328969454375
304	0-3|0-3|3-13|5-10|8-15|12-19|16-26	0.716378540398831
304	0-3|0-3|3-7|5-9|7-12|18-26|16-27	0.7327167923274791
304	0-3|0-3|3-14|5-8|12-16|16-24|16-32	0.7393153673808417
304	0-3|0-3|3-18|10-15|11-20|9-19|12-21	0.613751774071334
304	0-3|0-3|3-7|3-12|10-16|7-12|16-30	0.7338708633299227
304	0-3|0-3|3-11|10-13|8-16|12-21|16-23	0.7348952986567195
304	0-3|0-3|4-7|10-12|8-10|18-21|17-27	0.7069784245682378
304	0-3|0-3|3-15|8-13|8-14|18-28|16-27	0.7355857992629692
304	0-3|0-3|5-18|4-6|9-15|11-18|18-26	0.7209660164610542
304	0-3|0-3|3-9|5-10|12-17|18-24|16-27	0.7367483833926071
305	0-3|0-3|5-16|7-10|15-20|18-24|16-26	0.7420884377605489
305	0-3|0-3|3-20|8-10|8-16|11-23|16-26	0.7278330073165581
305	0-3|0-3|3-12|10-13|13-18|12-21|16-29	0.7362219158406669
305	0-3|0-3|4-15|4-16|12-21|9-19|16-23	0.7678598727702152
305	0-3|0-3|3-16|7-13|12-19|17-25|16-24	0.7425491524828688
305	0-3|0-3|3-8|8-13|8-13|7-19|6-17	0.6168032208866703
305	0-3|0-3|10-18|4-11|12-19|7-17|16-26	0.7299313369746471
305	0-3|0-3|3-9|7-13|8-17|16-23|16-26	0.7360625140440538
305	0-3|0-3|3-8|8-14|9-14|8-14|17-29	0.7214789737199933
305	0-3|0-3|3-9|3-9|7-12|17-25|17-31	0.7077348417720781
306	0-3|0-3|3-9|10-11|13-17|12-23|16-23	0.713010586752774
306	0-3|0-3|3-14|10-11|7-12|18-22|16-23	0.7127948187682512
306	0-3|0-3|3-15|3-6|12-22|8-14|16-24	0.7067091388474094
306	0-3|0-3|3-6|8-15|13-19|18-30|4-15	0.7521021142297158
306	0-3|0-3|3-6|8-12|10-17|7-11|21-32	0.7049015877837146
306	0-3|0-3|3-13|8-12|8-15|18-21|16-26	0.7245386924642582
306	0-3|0-3|4-16|7-13|12-21|9-17|16-25	0.6746827502122381
306	0-3|0-3|6-14|10-11|7-13|18-24|16-32	0.7090787434911977
306	0-3|0-3|4-16|5-8|15-21|7-16|16-21	0.6853925989298233
306	0-3|0-3|3-17|7-12|8-17|7-13|18-29	0.7138958765919156
307	0-3|0-3|3-11|3-6|8-20|18-29|19-31	0.7417047346458995
307	0-3|0-3|3-10|8-11|11-17|9-18|16-29	0.7276881011333671
307	0-3|0-3|3-13|8-11|7-15|16-18|16-28	0.7107841384613237
307	0-3|0-3|3-11|5-9|7-18|12-25|16-26	0.7391093263826883
307	0-3|0-3|5-16|10-15|7-13|7-13|18-28	0.7071276535620458
307	0-3|0-3|3-17|7-16|12-22|8-12|16-30	0.7228717371337713
307	0-3|0-3|3-10|10-17|14-22|9-18|18-27	0.6836531080046382
307	0-3|0-3|7-15|9-14|12-23|18-23|18-30	0.6925523677053702
307	0-3|0-3|3-14|10-16|8-16|11-14|16-28	0.7178695667946162
307	0-3|0-3|3-15|5-11|8-13|8-11|21-30	0.6950629468659639
308	0-3|0-3|3-13|7-13|13-20|7-19|16-27	0.7373859609384531
308	0-3|0-3|5-16|5-13|12-25|15-21|16-24	0.7204009001057587
308	0-3|0-3|3-12|10-13|12-18|18-24|16-25	0.752198440821944
308	0-3|0-3|3-13|10-15|9-20|18-25|16-23	0.7598741625092432
308	0-3|0-3|3-12|6-11|7-17|7-16|16-28	0.7243809725488256
308	0-3|0-3|3-11|8-12|12-27|16-19|16-28	0.6977190027276184
308	0-3|0-3|3-12|8-13|9-18|7-14|16-28	0.7256527656222566
308	0-3|0-3|3-13|7-13|12-17|17-23|16-27	0.7443599167345797
308	0-3|0-3|3-14|10-17|9-19|18-23|16-26	0.7482057624822721
308	0-3|0-3|3-9|8-12|9-17|10-17|16-30	0.7221175340683175
309	0-3|0-3|3-7|5-9|10-20|18-27|16-22	0.7359831324625318
309	0-3|0-3|3-11|5-12|13-23|7-16|16-21	0.6227843660278342
309	0-3|0-3|3-16|8-10|7-15|9-15|17-28	0.720507737948298
309	0-3|0-3|3-9|8-12|17-26|18-27|16-25	0.6802945488547382
309	0-3|0-3|7-11|6-12|8-16|16-23|16-25	0.7124351048045813
