gen	arc	test_pcc
81	0-3|0-3|7-18|6-12|8-13|14-19|18-32	0.6933693753038458
81	0-3|0-3|6-12|6-9|7-17|7-9|18-27	0.6637146876154539
82	0-3|0-3|7-15|8-10|7-15|7-13|21-30	0.6849199072511127
82	0-3|0-3|5-13|10-14|10-16|10-16|18-23	0.7141167052050313
82	0-3|0-3|7-13|7-15|18-23|7-12|16-28	0.7139132405568955
82	0-3|0-3|7-15|4-10|14-18|9-13|18-25	0.7062912859668178
82	0-3|0-3|3-11|6-11|12-17|9-14|19-23	0.7164889468436613
82	0-3|0-3|7-10|3-7|10-14|18-27|18-27	0.6927770945443543
82	0-3|0-3|6-17|6-11|11-20|9-22|18-21	0.6229011963729837
82	0-3|0-3|6-9|7-13|10-19|9-14|16-22	0.6495845600260917
82	0-3|0-3|6-11|7-9|12-16|13-25|18-28	0.7177189376408469
82	0-3|0-3|3-18|9-19|10-14|18-23|19-26	0.7241585105488174
83	0-3|0-3|5-15|8-13|10-22|18-30|19-27	0.6890429986937321
83	0-3|0-3|8-20|6-10|10-17|16-27|19-26	0.6866606796539492
83	0-3|0-3|5-15|8-12|14-19|9-16|21-29	0.7107545785717188
83	0-3|0-3|3-12|4-7|16-28|7-15|21-30	0.6779218236046579
83	0-3|0-3|3-10|5-13|18-23|7-9|18-27	0.6787457898329434
83	0-3|0-3|5-13|3-7|17-21|7-18|19-25	0.7352440158473869
83	0-3|0-3|6-15|10-14|9-16|7-10|19-28	0.663359591597069
83	0-3|0-3|3-10|5-12|10-16|18-26|19-30	0.7064543665890307
83	0-3|0-3|7-10|4-9|14-21|18-24|9-21	0.7165762500061942
83	0-3|0-3|5-13|8-12|10-16|8-12|16-21	0.649539447438502
84	0-3|0-3|5-13|9-15|8-16|8-14|14-21	0.6658735633131794
84	0-3|0-3|5-14|10-14|12-17|16-24|20-31	0.7004624068701247
84	0-3|0-3|3-8|5-10|14-24|18-25|16-20	0.6893948850070091
84	0-3|0-3|7-15|8-13|14-22|14-16|19-30	0.6915631323027673
84	0-3|0-3|5-17|10-18|7-17|9-19|16-24	0.7230814865330487
84	0-3|0-3|3-9|5-11|17-21|7-13|19-26	0.7078465944008427
84	0-3|0-3|7-16|8-11|12-19|18-22|21-31	0.7001266381087616
84	0-3|0-3|7-12|4-11|13-18|7-11|19-27	0.7036058424005213
84	0-3|0-3|8-18|7-16|18-26|10-14|16-19	0.6804327285595517
84	0-3|0-3|7-10|4-16|8-21|14-18|18-20	0.6089452907109846
85	0-3|0-3|7-14|8-11|10-15|18-24|20-28	0.6964448507296007
85	0-3|0-3|3-8|7-14|10-15|7-13|19-32	0.7010826054741813
85	0-3|0-3|7-17|5-13|10-12|17-24|12-27	0.7004874155465064
85	0-3|0-3|3-12|3-6|7-11|12-16|18-23	0.7182263499514095
85	0-3|0-3|5-12|7-11|9-15|14-15|18-27	0.6979798980457897
85	0-3|0-3|3-8|5-9|7-15|7-14|18-23	0.7256241828490074
85	0-3|0-3|7-18|9-13|14-21|18-20|21-32	0.706393964012092
85	0-3|0-3|3-6|10-11|10-17|7-13|15-23	0.7019971491566201
85	0-3|0-3|5-7|7-14|7-15|13-18|18-31	0.664399591150195
85	0-3|0-3|6-9|9-13|17-26|14-22|19-28	0.681980924934778
86	0-3|0-3|9-13|5-10|13-20|7-9|19-30	0.7068016684843003
86	0-3|0-3|5-17|3-11|7-17|7-16|16-24	0.7246426557801708
86	0-3|0-3|5-12|6-10|15-28|7-17|19-28	0.6719766252001267
86	0-3|0-3|3-14|3-6|7-18|17-20|16-27	0.7245105561886485
86	0-3|0-3|7-11|3-9|14-19|9-20|19-21	0.6207692964098778
86	0-3|0-3|3-12|7-8|10-12|8-12|2-9	0.46278365303329366
86	0-3|0-3|5-7|3-9|7-11|9-16|8-20	0.6362421208367547
86	0-3|0-3|3-11|3-10|10-16|18-27|19-27	0.7025085900050481
86	0-3|0-3|5-12|10-13|9-16|10-18|19-23	0.7201230606327778
86	0-3|0-3|6-10|6-9|10-15|18-28|3-16	0.7224410005329698
87	0-3|0-3|7-8|7-10|18-32|10-19|19-28	0.5189476718597896
87	0-3|0-3|7-16|10-14|7-11|8-17|19-27	0.7108108353121376
87	0-3|0-3|5-18|6-12|17-18|9-14|18-27	0.3683342955920009
87	0-3|0-3|3-11|6-9|17-23|18-23|18-26	0.6875423584612603
87	0-3|0-3|6-12|7-15|17-27|14-21|0-5	0.6604588557079337
87	0-3|0-3|4-12|5-9|7-14|18-24|20-25	0.7001269235961297
87	0-3|0-3|6-16|8-11|7-12|17-21|19-25	0.6951318013765151
87	0-3|0-3|7-15|6-9|10-17|7-9|19-31	0.6952308102045013
87	0-3|0-3|8-18|5-9|10-18|18-24|19-30	0.6999628348230005
87	0-3|0-3|5-12|7-11|10-13|11-17|18-28	0.7078608632598473
88	0-3|0-3|7-13|9-15|14-24|16-25|21-30	0.6612240745208464
88	0-3|0-3|6-14|7-23|18-24|16-24|18-27	0.707404274439992
88	0-3|0-3|3-11|5-10|9-15|7-15|12-20	0.6540387289539987
88	0-3|0-3|7-13|10-17|18-26|10-14|18-25	0.6097773592374702
88	0-3|0-3|5-14|7-15|10-17|16-22|17-27	0.7104436393497062
88	0-3|0-3|7-16|4-9|15-19|7-10|19-32	0.7177358231349672
88	0-3|0-3|9-15|9-17|12-22|14-19|19-34	0.6859462021225838
88	0-3|0-3|4-9|7-9|10-18|7-14|18-22	0.6508919990568242
88	0-3|0-3|7-17|10-16|9-19|16-21|21-32	0.7183586264686832
88	0-3|0-3|3-10|4-8|7-12|18-31|21-26	0.6642169839832779
89	0-3|0-3|7-11|8-16|15-20|18-28|19-27	0.6892401819252194
89	0-3|0-3|7-19|5-12|7-16|14-21|18-26	0.7080485391523098
89	0-3|0-3|3-12|4-11|17-23|17-22|19-27	0.6853085544582241
89	0-3|0-3|5-9|10-16|17-26|10-15|19-23	0.7091731124249842
89	0-3|0-3|6-14|8-13|9-16|7-15|19-35	0.7008918856724398
89	0-3|0-3|3-10|7-9|10-17|14-18|20-34	0.6823390737901989
89	0-3|0-3|3-10|7-9|8-17|18-25|19-24	0.7248794009979388
89	0-3|0-3|3-10|7-15|10-16|11-21|19-32	0.715917770431424
89	0-3|0-3|8-16|3-9|17-27|7-13|18-21	0.6587982724631791
89	0-3|0-3|7-11|7-9|14-20|7-8|2-7	0.6285601388263823
90	0-3|0-3|7-16|7-17|9-16|18-22|7-20	0.6726468114459205
90	0-3|0-3|3-10|6-13|10-15|14-19|4-12	0.6670764531892909
90	0-3|0-3|5-11|5-11|18-26|10-16|18-29	0.7008564405438037
90	0-3|0-3|4-13|10-12|9-16|7-15|21-24	0.6774523589674327
90	0-3|0-3|5-11|4-7|10-13|16-21|16-31	0.708465096039748
90	0-3|0-3|6-11|4-8|10-23|11-21|19-26	0.6729062355258412
90	0-3|0-3|7-18|5-9|8-16|18-21|18-26	0.7033887867438114
90	0-3|0-3|7-16|6-13|17-27|10-14|18-27	0.6975141588726134
90	0-3|0-3|6-11|7-11|10-15|12-22|18-27	0.6957537982442418
90	0-3|0-3|7-17|5-9|9-16|18-31|18-29	0.6861411287787168
91	0-3|0-3|3-13|8-11|18-23|7-13|16-27	0.7173642128521063
91	0-3|0-3|7-14|3-5|17-26|9-16|16-25	0.7041371082670324
91	0-3|0-3|8-10|7-20|7-11|9-15|14-18	0.5445266103095647
91	0-3|0-3|3-13|6-12|7-12|10-16|21-30	0.6659681469063753
91	0-3|0-3|5-9|7-13|10-20|18-23|5-9	0.6484551086187568
91	0-3|0-3|7-16|10-18|14-19|16-22|18-35	0.7089880070992284
91	0-3|0-3|4-11|5-7|12-17|18-24|16-24	0.727993283854194
91	0-3|0-3|4-9|3-7|7-13|16-27|19-30	0.6827281072015414
91	0-3|0-3|5-14|8-12|16-28|11-12|18-27	0.6869621793181597
91	0-3|0-3|5-11|5-12|12-18|9-14|20-28	0.7120303639356368
92	0-3|0-3|7-13|7-13|12-17|9-17|19-31	0.6973663847463936
92	0-3|0-3|7-21|3-8|14-23|7-10|19-32	0.6902841032158897
92	0-3|0-3|9-19|8-12|7-11|10-12|19-26	0.698023232521986
92	0-3|0-3|4-11|3-8|8-17|18-24|19-27	0.7043767217405674
92	0-3|0-3|5-11|10-20|8-17|7-16|16-25	0.725966564431463
92	0-3|0-3|3-11|10-17|14-23|7-17|19-32	0.6881611231170842
92	0-3|0-3|6-18|6-11|17-24|7-14|2-17	0.7350861041410418
92	0-3|0-3|3-11|5-7|10-18|16-22|18-28	0.7123492076863289
92	0-3|0-3|3-11|4-8|10-18|7-19|12-17	0.6239120068401337
92	0-3|0-3|5-14|3-8|9-15|18-31|3-10	0.7241145180025222
93	0-3|0-3|5-12|8-10|11-17|9-16|0-12	0.5767324626220964
93	0-3|0-3|3-17|10-17|7-10|9-14|19-29	0.7086442730588958
93	0-3|0-3|7-12|7-10|10-12|13-24|19-24	0.6924489966299237
93	0-3|0-3|3-8|4-8|17-26|10-18|18-26	0.6743386006779754
93	0-3|0-3|7-15|7-9|8-12|9-12|22-31	0.648921336203109
93	0-3|0-3|5-16|8-14|8-12|9-11|18-25	0.7044254569760026
93	0-3|0-3|7-12|8-14|14-19|9-13|19-31	0.6905102367298198
93	0-3|0-3|7-17|4-7|10-14|7-11|16-24	0.7214461669320132
93	0-3|0-3|7-16|6-11|10-13|18-22|18-24	0.6914559455900952
93	0-3|0-3|3-9|5-10|16-20|9-14|18-24	0.7120941799540441
94	0-3|0-3|3-11|8-16|10-19|8-13|19-31	0.7298747685122098
94	0-3|0-3|7-12|6-13|13-19|10-14|19-27	0.7162783181062358
94	0-3|0-3|3-18|3-9|18-23|9-17|18-30	0.7309253488640733
94	0-3|0-3|6-10|7-13|18-23|14-23|18-22	0.6582361282708176
94	0-3|0-3|7-18|8-17|12-20|7-13|18-31	0.7051194832595332
94	0-3|0-3|7-19|8-12|12-20|7-13|20-32	0.7107792267028945
94	0-3|0-3|5-9|6-9|13-17|18-24|16-20	0.6835121794241208
94	0-3|0-3|5-15|7-14|7-16|12-17|19-28	0.7201887552281
94	0-3|0-3|3-8|7-14|10-14|7-17|16-23	0.7350855068054348
94	0-3|0-3|7-16|4-8|10-17|18-26|18-25	0.698678836057571
95	0-3|0-3|5-13|7-11|10-16|11-15|12-20	0.6355325027404076
95	0-3|0-3|7-12|9-11|8-15|9-16|19-28	0.6900648352327374
95	0-3|0-3|3-8|6-14|7-14|7-15|10-18	0.6302328153912994
95	0-3|0-3|3-9|7-12|16-23|8-12|18-26	0.6794083409287892
95	0-3|0-3|5-13|10-13|9-14|7-12|21-27	0.6704990868846599
95	0-3|0-3|5-13|8-13|7-12|16-28|19-30	0.6869218206693357
95	0-3|0-3|5-11|7-15|8-12|18-21|18-20	0.557802220809386
95	0-3|0-3|7-13|5-9|12-21|16-21|19-32	0.6915381482630126
95	0-3|0-3|5-13|4-8|7-11|10-16|19-31	0.7044203353204145
95	0-3|0-3|5-18|10-14|7-12|8-10|0-6	0.6633577127791117
96	0-3|0-3|6-13|8-15|7-12|11-17|18-25	0.7117720729716952
96	0-3|0-3|5-13|10-14|10-17|13-17|19-26	0.698122962620985
96	0-3|0-3|7-12|7-9|17-25|18-27|19-30	0.680122159375164
96	0-3|0-3|7-13|4-9|10-18|18-22|19-29	0.710527823891719
96	0-3|0-3|4-13|5-15|10-13|18-24|20-32	0.6810711441278896
96	0-3|0-3|5-14|7-12|10-20|10-15|18-24	0.7016384281254777
96	0-3|0-3|6-10|6-11|7-13|16-19|18-27	0.6911644375114097
96	0-3|0-3|5-12|6-12|14-26|7-12|18-25	0.6880726031750042
96	0-3|0-3|5-18|9-13|7-17|7-13|19-32	0.7237126159440184
96	0-3|0-3|9-19|9-14|7-14|17-25|18-24	0.6980645975465098
97	0-3|0-3|3-13|8-13|14-17|9-14|19-32	0.7116291537456447
97	0-3|0-3|5-13|9-12|13-19|18-22|19-26	0.7328335401497146
97	0-3|0-3|3-10|3-8|10-15|7-19|19-27	0.7169286430415409
97	0-3|0-3|7-14|6-13|10-20|16-23|19-30	0.6946468097888162
97	0-3|0-3|7-14|5-9|7-13|16-20|19-28	0.6800041291909463
97	0-3|0-3|3-14|4-8|18-25|18-24|19-27	0.6820470985863459
97	0-3|0-3|6-12|5-10|8-17|12-19|18-22	0.687699019398674
97	0-3|0-3|3-11|4-7|12-14|18-26|19-26	0.6883716880078579
97	0-3|0-3|7-11|10-15|7-15|7-13|6-13	0.5574460147720679
97	0-3|0-3|3-12|9-20|17-24|18-23|21-28	0.6880379517494792
98	0-3|0-3|7-11|4-7|17-23|18-22|18-26	0.6780298281972829
98	0-3|0-3|5-11|5-8|13-24|8-13|17-29	0.6721013241811999
98	0-3|0-3|3-8|6-12|7-15|16-20|18-24	0.7164465020834198
98	0-3|0-3|3-10|6-8|10-16|18-21|19-31	0.7009291753349686
98	0-3|0-3|3-8|5-10|17-28|7-10|5-9	0.6358809746933383
98	0-3|0-3|9-16|10-12|10-15|10-18|16-25	0.7043156093569867
98	0-3|0-3|7-20|10-17|7-16|9-13|7-16	0.6421375220005832
98	0-3|0-3|5-15|5-14|17-25|7-14|19-25	0.682258633208027
98	0-3|0-3|7-15|3-7|10-15|8-15|19-28	0.6946965276091474
98	0-3|0-3|5-15|7-10|17-23|7-12|19-33	0.6829952262633583
99	0-3|0-3|5-12|7-11|15-23|18-25|18-32	0.6832809441125771
99	0-3|0-3|8-14|7-17|16-21|7-10|19-25	0.692873835467195
99	0-3|0-3|5-15|8-15|9-17|9-16|19-31	0.7047714349894659
99	0-3|0-3|5-9|10-17|7-15|17-19|18-28	0.7042489268617939
99	0-3|0-3|8-15|7-11|8-15|7-14|21-38	0.670771252901138
99	0-3|0-3|7-13|7-12|10-18|12-17|19-24	0.7016449867315141
99	0-3|0-3|3-9|10-17|7-14|7-13|19-26	0.7004913350015242
99	0-3|0-3|7-11|8-14|17-21|12-16|21-30	0.6739028626569604
99	0-3|0-3|5-13|10-13|10-19|18-23|0-7	0.6042136197206962
99	0-3|0-3|7-11|6-12|12-20|10-17|19-28	0.7078279272836742
100	0-3|0-3|6-16|6-12|8-16|12-20|18-26	0.7120247172277586
100	0-3|0-3|7-14|4-11|10-22|9-12|18-27	0.6922685412097281
100	0-3|0-3|3-8|8-15|10-15|10-16|18-27	0.6886194717394984
100	0-3|0-3|6-10|5-12|14-21|8-13|19-25	0.6778018334928106
100	0-3|0-3|7-14|10-15|10-16|7-13|18-28	0.694697793022086
100	0-3|0-3|7-19|6-9|9-16|18-23|16-24	0.72833893501416
100	0-3|0-3|7-18|3-6|8-17|11-14|19-26	0.704115875286412
100	0-3|0-3|3-7|3-8|17-25|16-22|19-22	0.6551449123195723
100	0-3|0-3|6-9|10-13|14-20|18-23|18-25	0.7159620384083545
100	0-3|0-3|7-17|7-14|12-19|7-15|21-31	0.696156795695272
101	0-3|0-3|7-16|7-11|7-14|18-21|18-37	0.7029302528561221
101	0-3|0-3|6-10|6-13|10-17|11-16|19-30	0.7032690209889825
101	0-3|0-3|5-10|5-12|10-17|18-23|19-29	0.718727760557855
101	0-3|0-3|7-11|8-14|13-17|18-27|19-26	0.7028323831545996
101	0-3|0-3|3-10|3-11|13-18|11-17|18-27	0.7237454822095066
101	0-3|0-3|7-10|10-12|9-11|8-12|21-28	0.6410549385935574
101	0-3|0-3|3-13|5-12|7-19|10-18|18-25	0.7290816772559664
101	0-3|0-3|7-14|7-16|12-18|8-11|16-23	0.7168213746677229
101	0-3|0-3|5-13|7-9|14-20|9-13|19-24	0.7046717260794497
101	0-3|0-3|5-11|7-12|17-25|16-18|16-28	0.6949950390432436
102	0-3|0-3|6-14|3-8|16-26|9-13|20-27	0.6742997549336511
102	0-3|0-3|6-14|10-15|7-11|7-12|19-23	0.7044149038467445
102	0-3|0-3|7-14|7-16|7-18|7-15|19-34	0.7258972188963403
102	0-3|0-3|7-18|7-13|9-23|9-14|16-26	0.7064145802286004
102	0-3|0-3|7-9|8-17|10-15|18-24|18-30	0.6821685215011207
102	0-3|0-3|5-13|10-18|9-22|12-19|18-25	0.692322487714142
102	0-3|0-3|6-16|7-9|9-17|7-16|19-30	0.7043067081331164
102	0-3|0-3|3-7|8-14|12-18|8-14|19-27	0.7314901728730522
102	0-3|0-3|7-13|8-9|10-19|7-13|16-30	0.6559444432908591
102	0-3|0-3|6-14|10-14|10-17|18-25|19-34	0.6910120348722458
103	0-3|0-3|4-15|4-10|12-15|7-15|19-27	0.7118005071399719
103	0-3|0-3|6-15|8-15|17-28|18-22|21-33	0.6894970333280078
103	0-3|0-3|7-13|7-10|10-18|9-18|16-24	0.7075321673793241
103	0-3|0-3|3-13|10-21|8-14|18-28|18-24	0.6854552874716338
103	0-3|0-3|3-10|7-12|14-19|10-16|19-24	0.7061658081663145
103	0-3|0-3|7-14|9-11|10-19|16-18|19-32	0.6959739188424401
103	0-3|0-3|5-12|10-16|12-25|7-14|19-26	0.6829501805302147
103	0-3|0-3|7-11|6-10|10-13|18-28|19-28	0.6900333095938487
103	0-3|0-3|6-12|5-10|10-17|7-13|20-29	0.6754594210123714
103	0-3|0-3|7-10|3-9|9-14|9-14|16-20	0.607942821358838
104	0-3|0-3|3-11|4-6|9-20|18-24|10-21	0.6534945637769863
104	0-3|0-3|5-9|10-14|14-29|18-25|18-23	0.6804014486333388
104	0-3|0-3|7-14|10-15|10-12|17-23|18-28	0.6805274918743079
104	0-3|0-3|4-11|6-11|10-16|7-14|18-27	0.7154409074840733
104	0-3|0-3|5-12|7-17|15-28|12-21|17-22	0.7319657268281047
104	0-3|0-3|7-14|3-6|10-17|16-18|19-26	0.6964103022396949
104	0-3|0-3|5-20|8-10|8-15|8-19|5-15	0.6411509513153346
104	0-3|0-3|6-14|4-7|13-19|13-23|19-28	0.7239595390278992
104	0-3|0-3|7-17|3-11|10-21|7-12|19-27	0.6900428532163857
104	0-3|0-3|7-12|7-10|7-18|8-12|19-24	0.7157455269782135
105	0-3|0-3|7-15|10-13|13-19|12-19|19-23	0.7341349912510384
105	0-3|0-3|3-16|4-11|12-20|7-16|2-12	0.697243132656372
105	0-3|0-3|7-13|7-14|12-19|18-25|3-17	0.7428694779740509
105	0-3|0-3|5-14|10-16|11-16|17-24|18-23	0.7192779975229541
105	0-3|0-3|3-8|6-8|10-14|13-18|16-26	0.7119032836109159
105	0-3|0-3|7-15|5-10|10-18|10-16|3-11	0.6692568485417416
105	0-3|0-3|5-15|10-12|12-20|18-23|15-22	0.7163150942517299
105	0-3|0-3|9-15|6-9|8-11|18-23|19-25	0.6833144599535369
105	0-3|0-3|3-10|8-10|10-14|7-11|5-18	0.6501209402293032
105	0-3|0-3|6-15|6-9|15-20|9-17|18-28	0.7039214967127948
106	0-3|0-3|3-12|8-16|12-20|11-15|19-28	0.7098809126111275
106	0-3|0-3|3-16|7-12|7-15|16-23|20-31	0.7227078144157535
106	0-3|0-3|3-8|8-16|7-19|18-23|16-24	0.7492170244246759
106	0-3|0-3|3-10|7-9|9-13|16-24|16-24	0.6875888524520588
106	0-3|0-3|9-19|10-17|12-17|16-22|5-13	0.6539279223422664
106	0-3|0-3|7-11|6-10|10-18|7-10|18-27	0.7228965487656767
106	0-3|0-3|3-12|8-11|12-17|9-15|19-27	0.7145917121908897
106	0-3|0-3|3-8|5-12|9-17|18-26|8-17	0.6074087751101234
106	0-3|0-3|7-22|8-11|15-21|12-21|19-35	0.6843947248248997
106	0-3|0-3|5-12|3-7|15-27|12-20|16-27	0.7005296179357637
107	0-3|0-3|7-11|6-13|17-23|13-16|17-29	0.7006876468524068
107	0-3|0-3|5-14|7-12|17-20|7-14|19-31	0.6880668304518719
107	0-3|0-3|5-11|6-12|13-17|18-19|21-29	0.6841425632872791
107	0-3|0-3|7-15|5-6|8-16|9-15|19-28	0.7000493549156509
107	0-3|0-3|9-18|9-14|13-20|16-19|21-31	0.6840098581251919
107	0-3|0-3|7-11|5-14|17-23|7-14|18-23	0.686375301621814
107	0-3|0-3|5-12|6-11|7-13|12-18|16-24	0.7215785028599073
107	0-3|0-3|7-17|4-8|13-19|7-16|8-17	0.6344794317041603
107	0-3|0-3|5-18|10-17|10-19|11-14|19-31	0.7202278796879951
107	0-3|0-3|6-11|7-12|7-11|8-11|21-22	0.3559871683195951
108	0-3|0-3|7-13|5-13|10-17|12-17|18-28	0.6931474389434439
108	0-3|0-3|7-15|5-10|10-14|12-16|18-30	0.692478518297983
108	0-3|0-3|7-16|5-12|16-23|17-19|19-29	0.6979288419727686
108	0-3|0-3|5-13|4-10|7-13|7-11|19-26	0.6977628149444525
108	0-3|0-3|7-14|8-12|10-17|16-22|18-29	0.6958235903430795
108	0-3|0-3|4-9|3-13|15-20|9-14|18-26	0.6949273450323227
108	0-3|0-3|7-17|3-5|10-16|7-10|18-30	0.6946234029390875
108	0-3|0-3|6-13|6-17|17-28|13-17|19-31	0.6899537001348394
108	0-3|0-3|5-16|10-13|7-15|13-15|19-25	0.7063007736513721
108	0-3|0-3|7-14|8-17|7-12|7-14|16-21	0.6240675560627503
109	0-3|0-3|6-11|10-15|12-17|7-13|19-28	0.7132662185993546
109	0-3|0-3|5-13|6-9|18-22|9-14|18-27	0.7099290698982105
109	0-3|0-3|3-11|5-17|8-13|9-13|16-29	0.7036449160523255
109	0-3|0-3|7-21|3-11|9-16|18-23|19-33	0.6907197705064293
109	0-3|0-3|4-11|7-12|13-20|16-20|16-26	0.7232505827622353
109	0-3|0-3|6-16|7-10|16-21|13-15|3-8	0.7165065648294939
109	0-3|0-3|7-16|10-13|15-20|8-14|19-27	0.7120817733650462
109	0-3|0-3|9-18|5-9|10-16|12-19|19-31	0.6820033972888561
109	0-3|0-3|7-11|5-12|18-25|18-27|18-31	0.6945978925050909
109	0-3|0-3|7-10|10-15|18-22|18-24|1-9	0.6434291833404809
110	0-3|0-3|7-13|8-11|9-16|16-23|16-25	0.7259310809559144
110	0-3|0-3|5-17|5-8|13-21|16-20|18-27	0.690249851842874
110	0-3|0-3|5-11|7-11|12-23|18-28|12-29	0.6492885358045349
110	0-3|0-3|7-16|6-11|13-19|9-16|4-9	0.6707582106484753
110	0-3|0-3|6-13|8-11|10-21|9-21|19-24	0.6811971395183694
110	0-3|0-3|7-12|5-13|10-22|16-22|19-26	0.6834472995202225
110	0-3|0-3|5-9|10-15|13-15|9-13|3-12	0.5460447414074655
110	0-3|0-3|3-14|4-9|10-17|16-20|18-25	0.7007567369818232
110	0-3|0-3|7-17|9-15|10-16|7-12|20-30	0.696445954260862
110	0-3|0-3|7-17|8-15|7-20|9-12|19-27	0.7173041156593879
111	0-3|0-3|3-7|7-12|12-20|12-16|19-28	0.7033197076696297
111	0-3|0-3|7-12|5-13|9-13|12-15|18-26	0.6922816896181785
111	0-3|0-3|7-13|6-11|7-12|7-12|19-29	0.6863281284831031
111	0-3|0-3|7-17|5-17|7-16|12-21|19-36	0.7144804377791225
111	0-3|0-3|5-9|5-6|9-18|17-19|18-29	0.6645309253234302
111	0-3|0-3|5-16|5-10|7-12|7-13|19-27	0.6997864349952388
111	0-3|0-3|7-14|8-12|10-15|18-27|19-34	0.6833842927674819
111	0-3|0-3|4-11|8-14|9-18|18-25|18-27	0.7396967448871535
111	0-3|0-3|7-14|4-7|8-16|18-21|18-24	0.7074130936932211
111	0-3|0-3|7-15|7-14|12-17|18-25|19-26	0.7004978084481668
112	0-3|0-3|8-11|3-4|7-16|18-28|19-25	0.7128808366785591
112	0-3|0-3|5-13|5-12|10-20|7-11|19-29	0.7095172344661616
112	0-3|0-3|3-9|6-11|15-19|7-16|19-27	0.7307142025182471
112	0-3|0-3|5-7|4-13|17-20|7-9|16-28	0.6917769649812257
112	0-3|0-3|7-17|7-12|13-25|12-16|19-22	0.6782535312418199
112	0-3|0-3|5-9|6-10|10-18|12-15|20-32	0.705199408038201
112	0-3|0-3|6-9|7-12|12-21|10-20|18-28	0.6869021358807387
112	0-3|0-3|3-14|7-11|10-15|7-10|19-30	0.7057303055815444
112	0-3|0-3|3-18|8-12|7-15|11-13|19-26	0.6863233461513254
112	0-3|0-3|3-16|5-11|10-16|18-31|19-27	0.6907046603278227
113	0-3|0-3|3-10|8-13|14-18|9-12|18-26	0.7000658088784549
113	0-3|0-3|3-13|3-8|7-13|10-18|18-32	0.7158880899950982
113	0-3|0-3|7-16|4-14|16-22|7-11|16-26	0.7035563310425806
113	0-3|0-3|6-18|10-14|7-14|17-21|19-26	0.7102587727752241
113	0-3|0-3|7-12|6-13|7-15|18-27|18-22	0.7042645010813874
113	0-3|0-3|7-18|5-10|12-18|18-27|19-27	0.7032575860954253
113	0-3|0-3|3-10|7-10|14-23|7-14|18-24	0.6769045457330304
113	0-3|0-3|7-16|10-14|7-9|18-23|18-23	0.6972516557705762
113	0-3|0-3|4-13|6-15|12-19|7-13|16-29	0.727806669656096
113	0-3|0-3|5-18|8-13|14-19|13-15|19-28	0.7135404686395521
114	0-3|0-3|6-11|6-13|10-17|10-16|9-17	0.5952183563765594
114	0-3|0-3|3-11|9-12|8-14|18-25|19-24	0.7071462238517072
114	0-3|0-3|5-14|7-12|10-19|7-10|18-28	0.7234676994104435
114	0-3|0-3|5-11|5-8|14-20|12-20|15-23	0.6516511242265061
114	0-3|0-3|6-19|5-12|7-13|12-14|3-16	0.6227021206925547
114	0-3|0-3|5-13|5-15|10-18|7-15|21-27	0.6911087886051106
114	0-3|0-3|3-9|4-11|14-21|7-8|19-24	0.6863302009979658
114	0-3|0-3|7-12|6-12|7-12|13-21|21-26	0.6563597735803967
114	0-3|0-3|7-15|3-7|18-27|18-20|18-28	0.6910628214612355
114	0-3|0-3|3-15|8-10|7-17|16-23|19-28	0.7216061599725317
115	0-3|0-3|7-11|10-16|14-24|10-17|19-31	0.6792549003647085
115	0-3|0-3|3-7|5-15|18-26|7-13|18-30	0.6866289085776456
115	0-3|0-3|3-12|10-14|18-24|16-22|19-29	0.6957718281985645
115	0-3|0-3|6-13|6-18|10-19|9-16|21-29	0.696179451732158
115	0-3|0-3|9-13|7-8|9-16|18-25|19-27	0.6895027683453776
115	0-3|0-3|7-13|10-21|10-20|13-17|19-31	0.699539419241952
115	0-3|0-3|5-16|4-7|18-21|10-19|16-26	0.6936774869998178
115	0-3|0-3|7-11|5-12|17-26|7-14|19-27	0.6811133108502769
115	0-3|0-3|4-12|4-6|10-22|18-22|18-29	0.6768227873609564
115	0-3|0-3|6-15|7-9|9-17|16-23|16-23	0.7310764675642263
116	0-3|0-3|3-5|7-13|8-13|12-18|19-32	0.6692895892099648
116	0-3|0-3|7-15|10-14|18-27|12-16|16-29	0.7129385293533017
116	0-3|0-3|5-9|10-12|12-18|12-18|18-26	0.7090362727359119
116	0-3|0-3|7-16|7-11|10-14|9-13|19-32	0.6965328109268945
116	0-3|0-3|3-11|3-8|10-18|18-30|18-25	0.705247092477592
116	0-3|0-3|3-13|10-16|17-23|13-17|19-28	0.7014052798973492
116	0-3|0-3|7-17|6-10|15-23|10-11|19-25	0.7004476380741265
116	0-3|0-3|3-12|7-9|10-12|18-21|18-23	0.6825643886028715
116	0-3|0-3|3-9|5-10|12-16|10-13|19-29	0.6952096389555953
116	0-3|0-3|5-15|5-11|9-17|12-14|18-26	0.7047154603600856
117	0-3|0-3|5-13|4-6|7-15|9-14|17-27	0.7183785339885764
117	0-3|0-3|5-12|7-9|10-21|18-20|16-26	0.7059201647649136
117	0-3|0-3|7-20|7-10|17-24|18-29|19-32	0.675568667625362
117	0-3|0-3|5-12|7-13|8-15|10-17|17-22	0.6907274353120939
117	0-3|0-3|7-14|10-24|12-22|7-9|16-21	0.6332280655961
117	0-3|0-3|7-13|5-10|9-14|12-15|19-28	0.6940983388697104
117	0-3|0-3|5-14|3-8|14-24|18-25|21-31	0.6877259103816035
